App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Current Ver
App_144,FAMILY,2.9,449672.0,14M,100000.0,Free,0.0,Mature 17+,1.8
App_145,PRODUCTIVITY,2.3,385783.0,8M,5000000.0,Free,0.0,Everyone 10+,1.5
App_146,BUSINESS,3.9,262815.0,56M,1000.0,Free,0.0,Mature 17+,3.5
App_147,MEDICAL,4.4,465767.0,58M,5000000.0,Free,0.0,Everyone,4.3
App_148,BUSINESS,3.0,378554.0,36M,50000.0,Free,0.0,Mature 17+,3.1
App_149,BUSINESS,2.1,279932.0,12M,100000.0,Free,0.0,Mature 17+,1.2
App_150,FAMILY,4.6,404787.0,78M,50000.0,Free,0.0,Everyone,1.5
App_151,BUSINESS,3.4,297200.0,2M,1000.0,Free,0.0,Everyone,3.4
App_152,PRODUCTIVITY,4.1,61377.0,23M,100000.0,Free,0.0,Teen,2.8
App_153,GAME,3.4,416725.0,64M,1000000.0,Free,0.0,Everyone 10+,1.4
App_154,GAME,4.2,116901.0,6M,1000000.0,Free,0.0,Mature 17+,2.8
App_155,MEDICAL,1.2,474122.0,70M,5000000.0,Free,0.0,Everyone,3.3
App_156,PRODUCTIVITY,3.7,196743.0,50M,5000000.0,Free,0.0,Everyone 10+,3.1
App_157,MEDICAL,1.6,285065.0,52M,50000.0,Free,0.0,Everyone 10+,1.0
App_158,MEDICAL,2.8,430606.0,47M,50000.0,Free,0.0,Everyone 10+,2.1
App_159,FAMILY,4.5,228081.0,91M,1000.0,Free,0.0,Everyone,3.4
App_160,PRODUCTIVITY,2.4,462795.0,70M,1000.0,Free,0.0,Everyone,1.4
App_161,PRODUCTIVITY,1.4,376198.0,4M,100000.0,Free,0.0,Teen,3.2
App_162,PRODUCTIVITY,1.5,238399.0,85M,1000.0,Free,0.0,Everyone 10+,3.8
App_163,GAME,2.5,415669.0,Varies with device,100000.0,Free,0.0,Teen,2.8
App_164,TOOLS,4.8,240079.0,93M,50000.0,Paid,3.82,Mature 17+,4.3
App_165,MEDICAL,3.2,212791.0,43M,5000000.0,Free,0.0,Everyone 10+,1.5
App_166,MEDICAL,3.0,301464.0,75M,100000.0,Paid,18.74,Teen,2.3
App_167,PRODUCTIVITY,2.2,203512.0,8M,50000.0,Free,0.0,Teen,1.3
App_168,FAMILY,1.7,376168.0,39M,5000000.0,Free,0.0,Everyone 10+,2.7
App_169,BUSINESS,1.3,321343.0,45M,50000.0,Paid,1.04,Teen,2.8
App_170,FAMILY,3.4,76163.0,42M,1000.0,Free,0.0,Everyone,4.2
App_171,BUSINESS,3.7,327835.0,74M,1000.0,Free,0.0,Everyone,3.1
App_172,GAME,1.4,339385.0,35M,1000000.0,Free,0.0,Everyone 10+,2.8
App_173,FINANCE,2.1,4368.0,67M,50000.0,Free,0.0,Everyone 10+,3.6
App_174,BUSINESS,3.4,296047.0,39M,5000000.0,Paid,2.62,Everyone,1.7
App_175,GAME,2.4,377549.0,60M,50000.0,Free,0.0,Mature 17+,1.7
App_176,FINANCE,3.7,499509.0,3M,50000.0,Free,0.0,Teen,3.1
App_177,MEDICAL,1.2,175925.0,Varies with device,5000000.0,Free,0.0,Everyone 10+,3.8
App_178,MEDICAL,2.4,151185.0,16M,5000000.0,Paid,19.5,Teen,4.7
App_179,BUSINESS,3.7,144477.0,82M,1000.0,Free,0.0,Mature 17+,2.3
App_180,GAME,2.4,215410.0,Varies with device,100000.0,Free,0.0,Everyone,4.6
App_181,FAMILY,3.1,345516.0,15M,1000000.0,Free,0.0,Teen,1.5
App_182,FAMILY,3.7,45043.0,6M,100000.0,Free,0.0,Mature 17+,3.4
App_183,TOOLS,3.8,130523.0,82M,50000.0,Free,0.0,Everyone,1.3
App_184,MEDICAL,3.4,168767.0,52M,100000.0,Free,0.0,Teen,1.1
App_185,PRODUCTIVITY,3.0,148002.0,45M,1000000.0,Free,0.0,Mature 17+,1.3
App_186,FAMILY,4.4,379561.0,2M,1000000.0,Free,0.0,Everyone 10+,3.1
App_187,FAMILY,2.9,443067.0,Varies with device,1000.0,Free,0.0,Everyone,1.2
App_188,MEDICAL,1.2,97549.0,40M,1000.0,Free,0.0,Mature 17+,4.3
App_189,BUSINESS,3.9,435694.0,62M,5000000.0,Free,0.0,Everyone 10+,2.6
App_190,PRODUCTIVITY,4.9,193728.0,91M,5000000.0,Paid,5.93,Teen,4.6
App_191,PRODUCTIVITY,1.0,483579.0,53M,50000.0,Paid,1.8,Everyone,4.4
App_192,BUSINESS,1.6,10759.0,52M,1000000.0,Free,0.0,Everyone 10+,4.5
App_193,FAMILY,4.6,53362.0,9M,1000.0,Free,0.0,Mature 17+,1.1
App_194,FAMILY,4.1,253221.0,34M,100000.0,Free,0.0,Everyone,4.6
App_195,PRODUCTIVITY,3.9,63946.0,8M,5000000.0,Paid,15.17,Everyone,4.2
App_196,GAME,4.0,438083.0,11M,1000000.0,Free,0.0,Everyone 10+,3.4
App_197,PRODUCTIVITY,4.1,136521.0,96M,1000000.0,Free,0.0,Mature 17+,1.8
App_198,FAMILY,1.0,182061.0,78M,1000.0,Free,0.0,Teen,3.1
App_199,FAMILY,2.2,480753.0,13M,5000000.0,Free,0.0,Mature 17+,4.1
App_200,TOOLS,3.0,387354.0,55M,1000.0,Free,0.0,Everyone 10+,2.8
App_201,FAMILY,2.0,177886.0,51M,1000.0,Free,0.0,Everyone 10+,2.6
App_202,MEDICAL,4.7,187931.0,21M,1000000.0,Paid,7.07,Teen,2.1
App_203,FAMILY,3.9,155940.0,79M,100000.0,Free,0.0,Mature 17+,3.4
App_204,PRODUCTIVITY,3.4,411263.0,29M,1000000.0,Free,0.0,Mature 17+,4.7
App_205,GAME,4.5,300941.0,Varies with device,50000.0,Free,0.0,Everyone,4.6
App_206,TOOLS,2.4,431126.0,36M,50000.0,Free,0.0,Teen,2.8
App_207,FAMILY,3.7,167833.0,70M,100000.0,Free,0.0,Mature 17+,4.3
App_208,FAMILY,3.4,198446.0,54M,5000000.0,Paid,4.16,Mature 17+,4.0
App_209,MEDICAL,3.0,69132.0,Varies with device,50000.0,Free,0.0,Mature 17+,4.1
App_210,FINANCE,2.1,421957.0,63M,100000.0,Paid,7.34,Teen,1.3
App_211,TOOLS,1.6,291008.0,97M,50000.0,Free,0.0,Everyone,3.8
App_212,BUSINESS,1.7,438479.0,47M,100000.0,Free,0.0,Everyone 10+,3.6
App_213,GAME,1.8,226886.0,3M,5000000.0,Free,0.0,Teen,1.5
App_214,GAME,4.1,454556.0,46M,50000.0,Free,0.0,Everyone,4.0
App_215,PRODUCTIVITY,2.9,245327.0,39M,50000.0,Free,0.0,Mature 17+,2.8
App_216,FINANCE,1.5,138818.0,24M,1000.0,Free,0.0,Teen,2.5
App_217,BUSINESS,2.1,74007.0,80M,50000.0,Free,0.0,Teen,1.3
App_218,TOOLS,3.0,280835.0,21M,1000000.0,Free,0.0,Everyone 10+,3.1
App_219,TOOLS,3.2,235728.0,26M,1000000.0,Free,0.0,Teen,2.4
App_220,FAMILY,3.9,122798.0,19M,100000.0,Free,0.0,Mature 17+,1.8
App_221,GAME,1.9,481779.0,Varies with device,1000.0,Free,0.0,Everyone,4.8
App_222,MEDICAL,3.2,259023.0,98M,1000.0,Free,0.0,Everyone,4.8
App_223,FAMILY,3.0,208025.0,39M,1000000.0,Paid,10.73,Mature 17+,3.2
App_224,MEDICAL,2.4,280862.0,68M,1000000.0,Free,0.0,Mature 17+,3.5
App_225,BUSINESS,2.0,289778.0,28M,50000.0,Free,0.0,Teen,2.2
App_226,BUSINESS,3.0,21263.0,23M,1000.0,Free,0.0,Everyone 10+,3.7
App_227,BUSINESS,2.1,33253.0,85M,1000.0,Free,0.0,Mature 17+,2.3
App_228,FINANCE,2.3,6540.0,27M,50000.0,Free,0.0,Teen,1.6
App_229,PRODUCTIVITY,4.3,221806.0,70M,100000.0,Free,0.0,Mature 17+,3.0
App_230,MEDICAL,1.5,377511.0,4M,1000000.0,Free,0.0,Everyone 10+,4.4
App_231,GAME,3.0,288973.0,34M,50000.0,Paid,14.89,Everyone,1.3
App_232,FINANCE,3.8,81845.0,66M,1000000.0,Free,0.0,Everyone,2.2
App_233,BUSINESS,1.7,429342.0,90M,1000.0,Free,0.0,Mature 17+,3.1
App_234,FAMILY,2.7,435081.0,69M,1000000.0,Free,0.0,Everyone 10+,1.3
App_235,PRODUCTIVITY,2.3,205745.0,Varies with device,1000.0,Free,0.0,Everyone,3.2
App_236,BUSINESS,1.9,112792.0,99M,1000.0,Free,0.0,Teen,4.0
App_237,MEDICAL,1.2,187608.0,97M,100000.0,Paid,4.2,Teen,2.3
App_238,PRODUCTIVITY,2.5,497191.0,84M,1000.0,Paid,15.05,Teen,2.8
App_239,TOOLS,4.3,415004.0,84M,5000000.0,Free,0.0,Everyone 10+,4.6
App_240,GAME,4.5,135575.0,53M,5000000.0,Paid,5.99,Everyone,1.5
App_241,BUSINESS,3.4,142322.0,94M,1000.0,Paid,18.15,Mature 17+,1.5
App_242,GAME,3.5,285721.0,48M,1000000.0,Free,0.0,Mature 17+,1.4
App_243,PRODUCTIVITY,1.9,401077.0,73M,5000000.0,Paid,17.49,Teen,1.7
App_244,PRODUCTIVITY,1.3,137663.0,47M,1000.0,Free,0.0,Mature 17+,4.4
App_245,TOOLS,4.2,340156.0,71M,1000000.0,Paid,8.3,Everyone,4.1
App_246,FAMILY,4.9,163409.0,6M,1000.0,Paid,1.75,Teen,1.5
App_247,TOOLS,4.9,206950.0,99M,100000.0,Free,0.0,Mature 17+,1.5
App_248,GAME,3.0,320711.0,20M,1000000.0,Free,0.0,Everyone 10+,1.5
App_249,FINANCE,4.3,70458.0,88M,5000000.0,Free,0.0,Everyone 10+,3.2
App_250,TOOLS,2.1,192522.0,19M,1000000.0,Free,0.0,Everyone,4.0
App_251,PRODUCTIVITY,4.8,343502.0,Varies with device,100000.0,Paid,14.62,Everyone 10+,3.3
App_252,FAMILY,3.7,265898.0,82M,5000000.0,Paid,8.95,Mature 17+,4.2
App_253,MEDICAL,2.7,429862.0,66M,100000.0,Free,0.0,Teen,3.5
App_254,GAME,4.5,412765.0,2M,5000000.0,Paid,11.14,Mature 17+,1.2
App_255,TOOLS,3.3,162787.0,62M,1000.0,Free,0.0,Everyone,1.5
App_256,BUSINESS,4.4,383405.0,73M,5000000.0,Free,0.0,Teen,2.2
App_257,TOOLS,4.7,330824.0,Varies with device,100000.0,Free,0.0,Teen,2.3
App_258,BUSINESS,2.5,481729.0,7M,1000000.0,Paid,15.47,Everyone 10+,1.1
App_259,BUSINESS,3.0,44024.0,Varies with device,100000.0,Free,0.0,Teen,4.1
App_260,BUSINESS,3.2,148520.0,50M,5000000.0,Free,0.0,Mature 17+,3.3
App_261,FAMILY,3.0,309247.0,91M,50000.0,Free,0.0,Teen,3.4
App_262,FINANCE,4.3,153134.0,35M,1000000.0,Free,0.0,Everyone,1.3
App_263,GAME,2.4,110669.0,49M,5000000.0,Free,0.0,Teen,3.2
App_264,TOOLS,2.0,187964.0,85M,1000000.0,Free,0.0,Everyone 10+,3.0
App_265,BUSINESS,5.0,37782.0,11M,1000000.0,Free,0.0,Everyone,2.7
App_266,FINANCE,3.5,77998.0,8M,1000000.0,Free,0.0,Everyone,3.4
App_267,FAMILY,3.1,412821.0,Varies with device,100000.0,Free,0.0,Everyone,4.8
App_268,FINANCE,3.0,13903.0,19M,50000.0,Free,0.0,Mature 17+,2.6
App_269,FAMILY,3.1,384967.0,15M,100000.0,Free,0.0,Everyone,1.2
App_270,PRODUCTIVITY,2.6,18364.0,4M,5000000.0,Free,0.0,Everyone 10+,4.0
App_271,GAME,4.6,342172.0,67M,100000.0,Paid,19.45,Everyone,4.1
App_272,FINANCE,3.9,118335.0,64M,5000000.0,Free,0.0,Teen,3.7
App_273,FINANCE,1.0,77852.0,26M,1000.0,Paid,1.03,Everyone 10+,1.4
App_274,GAME,3.0,217238.0,5M,1000000.0,Free,0.0,Everyone 10+,3.1
App_275,MEDICAL,3.0,339218.0,78M,1000000.0,Free,0.0,Teen,4.2
App_276,FINANCE,4.8,218411.0,Varies with device,100000.0,Free,0.0,Mature 17+,1.6
App_277,FAMILY,3.8,236741.0,90M,5000000.0,Free,0.0,Everyone 10+,3.2
App_278,MEDICAL,2.6,451620.0,Varies with device,5000000.0,Free,0.0,Everyone,1.4
App_279,TOOLS,3.6,423976.0,23M,50000.0,Free,0.0,Mature 17+,4.1
App_280,FINANCE,1.9,401470.0,22M,1000000.0,Paid,15.72,Teen,3.1
App_281,FAMILY,3.9,269170.0,79M,1000.0,Paid,10.7,Teen,2.5
App_282,GAME,3.0,451387.0,6M,5000000.0,Free,0.0,Mature 17+,3.8
App_283,GAME,3.3,399019.0,82M,100000.0,Free,0.0,Everyone,4.2
App_284,PRODUCTIVITY,3.0,238048.0,33M,1000000.0,Free,0.0,Mature 17+,3.6
App_285,PRODUCTIVITY,3.7,451498.0,11M,1000.0,Free,0.0,Everyone,1.3
App_286,TOOLS,5.0,308122.0,48M,1000000.0,Free,0.0,Everyone 10+,2.2
App_287,BUSINESS,3.0,300496.0,82M,5000000.0,Free,0.0,Everyone 10+,1.8
App_288,FINANCE,4.5,182250.0,87M,5000000.0,Paid,8.49,Mature 17+,2.2
App_289,BUSINESS,1.2,279077.0,54M,1000.0,Free,0.0,Mature 17+,1.5
App_290,PRODUCTIVITY,3.0,266367.0,53M,1000000.0,Paid,14.06,Everyone,4.1
App_291,FINANCE,4.8,213676.0,17M,1000000.0,Free,0.0,Mature 17+,1.3
App_292,FAMILY,3.7,413533.0,16M,1000.0,Free,0.0,Teen,2.4
App_293,FAMILY,4.2,386731.0,7M,5000000.0,Free,0.0,Everyone 10+,4.8
App_294,FINANCE,3.3,186750.0,7M,1000000.0,Free,0.0,Everyone,4.0
App_295,MEDICAL,2.8,240863.0,67M,5000000.0,Free,0.0,Teen,1.6
App_296,BUSINESS,3.0,112227.0,5M,1000000.0,Free,0.0,Everyone 10+,2.8
App_297,GAME,1.8,239987.0,25M,50000.0,Free,0.0,Everyone 10+,1.7
App_298,BUSINESS,3.7,74228.0,47M,1000000.0,Free,0.0,Teen,3.8
App_299,FINANCE,3.0,370426.0,84M,1000000.0,Free,0.0,Mature 17+,2.5
App_300,TOOLS,2.4,414851.0,69M,50000.0,Free,0.0,Teen,2.2
App_301,FINANCE,2.9,393718.0,Varies with device,1000.0,Paid,19.89,Teen,4.5
App_302,GAME,4.8,293433.0,59M,50000.0,Free,0.0,Mature 17+,1.1
App_303,TOOLS,1.9,387035.0,4M,1000000.0,Free,0.0,Everyone 10+,1.4
App_304,FAMILY,2.6,412019.0,96M,1000000.0,Free,0.0,Everyone,1.3
App_305,FAMILY,3.0,77970.0,36M,5000000.0,Free,0.0,Mature 17+,3.4
App_306,FAMILY,4.4,436689.0,22M,5000000.0,Free,0.0,Everyone,1.3
