App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Current Ver
App_174,BUSINESS,3.4,296047,39M,"5,000,000+",Paid,$2.62,Everyone,1.7
App_175,GAME,2.4,377549,60M,"50,000+",Free,$0,Mature 17+,1.7
App_176,FINANCE,3.7,499509,3M,"50,000+",Free,$0,Teen,3.1
App_177,MEDICAL,1.2,175925,Varies with device,"5,000,000+",Free,$0,Everyone 10+,3.8
App_178,MEDICAL,2.4,151185,16M,"5,000,000+",Paid,$19.5,Teen,4.7
App_179,BUSINESS,3.7,144477,82M,"1,000+",Free,$0,Mature 17+,2.3
App_180,GAME,2.4,215410,Varies with device,"100,000+",Free,$0,Everyone,4.6
App_181,FAMILY,3.1,345516,15M,"1,000,000+",Free,$0,Teen,1.5
App_182,FAMILY,3.7,45043,6M,"100,000+",Free,$0,Mature 17+,3.4
App_183,TOOLS,3.8,130523,82M,"50,000+",Free,$0,Everyone,1.3
App_184,MEDICAL,3.4,168767,52M,"100,000+",Free,$0,Teen,1.1
App_185,PRODUCTIVITY,,148002,45M,"1,000,000+",Free,$0,Mature 17+,1.3
App_186,FAMILY,4.4,379561,2M,"1,000,000+",Free,$0,Everyone 10+,3.1
App_187,FAMILY,2.9,443067,Varies with device,"1,000+",Free,$0,Everyone,1.2
App_188,MEDICAL,1.2,97549,40M,"1,000+",Free,$0,Mature 17+,4.3
App_189,BUSINESS,3.9,435694,62M,"5,000,000+",Free,$0,Everyone 10+,2.6
App_190,PRODUCTIVITY,4.9,193728,91M,"5,000,000+",Paid,$5.93,Teen,4.6
App_191,PRODUCTIVITY,1.0,483579,53M,"50,000+",Paid,$1.8,Everyone,4.4
App_192,BUSINESS,1.6,10759,52M,"1,000,000+",Free,$0,Everyone 10+,4.5
App_193,FAMILY,4.6,53362,9M,"1,000+",Free,$0,Mature 17+,1.1
App_194,FAMILY,4.1,253221,34M,"100,000+",Free,$0,Everyone,4.6
App_195,PRODUCTIVITY,3.9,63946,8M,"5,000,000+",Paid,$15.17,Everyone,4.2
App_196,GAME,4.0,438083,11M,"1,000,000+",Free,$0,Everyone 10+,3.4
App_197,PRODUCTIVITY,4.1,136521,96M,"1,000,000+",Free,$0,Mature 17+,1.8
App_198,FAMILY,1.0,182061,78M,"1,000+",Free,$0,Teen,3.1
App_199,FAMILY,2.2,480753,13M,"5,000,000+",Free,$0,Mature 17+,4.1
App_200,TOOLS,,387354,55M,"1,000+",Free,$0,Everyone 10+,2.8
App_201,FAMILY,2.0,177886,51M,"1,000+",Free,$0,Everyone 10+,2.6
App_202,MEDICAL,4.7,187931,21M,"1,000,000+",Paid,$7.07,Teen,2.1
App_203,FAMILY,3.9,155940,79M,"100,000+",Free,$0,Mature 17+,3.4
App_204,PRODUCTIVITY,3.4,411263,29M,"1,000,000+",Free,$0,Mature 17+,4.7
App_205,GAME,4.5,300941,Varies with device,"50,000+",Free,$0,Everyone,4.6
App_206,TOOLS,2.4,431126,36M,"50,000+",Free,$0,Teen,2.8
App_207,FAMILY,3.7,167833,70M,"100,000+",Free,$0,Mature 17+,4.3
App_208,FAMILY,3.4,198446,54M,"5,000,000+",Paid,$4.16,Mature 17+,4.0
App_209,MEDICAL,3.0,69132,Varies with device,"50,000+",Free,$0,Mature 17+,4.1
App_210,FINANCE,2.1,421957,63M,"100,000+",Paid,$7.34,Teen,1.3
App_211,TOOLS,1.6,291008,97M,"50,000+",Free,$0,Everyone,3.8
App_212,BUSINESS,1.7,438479,47M,"100,000+",Free,$0,Everyone 10+,3.6
App_213,GAME,1.8,226886,3M,"5,000,000+",Free,$0,Teen,1.5
App_214,GAME,4.1,454556,46M,"50,000+",Free,$0,Everyone,4.0
App_215,PRODUCTIVITY,2.9,245327,39M,"50,000+",Free,$0,Mature 17+,2.8
App_216,FINANCE,1.5,138818,24M,"1,000+",Free,$0,Teen,2.5
App_217,BUSINESS,2.1,74007,80M,"50,000+",Free,$0,Teen,1.3
App_218,TOOLS,,280835,21M,"1,000,000+",Free,$0,Everyone 10+,3.1
App_219,TOOLS,3.2,235728,26M,"1,000,000+",Free,$0,Teen,2.4
App_220,FAMILY,3.9,122798,19M,"100,000+",Free,$0,Mature 17+,1.8
App_221,GAME,1.9,481779,Varies with device,"1,000+",Free,$0,Everyone,4.8
App_222,MEDICAL,3.2,259023,98M,"1,000+",Free,$0,Everyone,4.8
App_223,FAMILY,,208025,39M,"1,000,000+",Paid,$10.73,Mature 17+,3.2
App_224,MEDICAL,2.4,280862,68M,"1,000,000+",Free,$0,Mature 17+,3.5
App_225,BUSINESS,2.0,289778,28M,"50,000+",Free,$0,Teen,2.2
App_226,BUSINESS,3.0,21263,23M,"1,000+",Free,$0,Everyone 10+,3.7
App_227,BUSINESS,2.1,33253,85M,"1,000+",Free,$0,Mature 17+,2.3
App_228,FINANCE,2.3,6540,27M,"50,000+",Free,$0,Teen,1.6
App_229,PRODUCTIVITY,4.3,221806,70M,"100,000+",Free,$0,Mature 17+,3.0
App_230,MEDICAL,1.5,377511,4M,"1,000,000+",Free,$0,Everyone 10+,4.4
App_231,GAME,,288973,34M,"50,000+",Paid,$14.89,Everyone,1.3
App_232,FINANCE,3.8,81845,66M,"1,000,000+",Free,$0,Everyone,2.2
App_233,BUSINESS,1.7,429342,90M,"1,000+",Free,$0,Mature 17+,3.1
App_234,FAMILY,2.7,435081,69M,"1,000,000+",Free,$0,Everyone 10+,1.3
App_235,PRODUCTIVITY,2.3,205745,Varies with device,"1,000+",Free,$0,Everyone,3.2
App_236,BUSINESS,1.9,112792,99M,"1,000+",Free,$0,Teen,4.0
App_237,MEDICAL,1.2,187608,97M,"100,000+",Paid,$4.2,Teen,2.3
App_238,PRODUCTIVITY,2.5,497191,84M,"1,000+",Paid,$15.05,Teen,2.8
App_239,TOOLS,4.3,415004,84M,"5,000,000+",Free,$0,Everyone 10+,4.6
App_240,GAME,4.5,135575,53M,"5,000,000+",Paid,$5.99,Everyone,
App_241,BUSINESS,3.4,142322,94M,"1,000+",Paid,$18.15,Mature 17+,1.5
App_242,GAME,3.5,285721,48M,"1,000,000+",Free,$0,Mature 17+,1.4
App_243,PRODUCTIVITY,1.9,401077,73M,"5,000,000+",Paid,$17.49,Teen,1.7
App_244,PRODUCTIVITY,1.3,137663,47M,"1,000+",Free,$0,Mature 17+,4.4
App_245,TOOLS,4.2,340156,71M,"1,000,000+",Paid,$8.3,Everyone,4.1
App_246,FAMILY,4.9,163409,6M,"1,000+",Paid,$1.75,Teen,
App_247,TOOLS,4.9,206950,99M,"100,000+",Free,$0,Mature 17+,1.5
App_248,GAME,,320711,20M,"1,000,000+",Free,$0,Everyone 10+,1.5
App_249,FINANCE,4.3,70458,88M,"5,000,000+",Free,$0,Everyone 10+,3.2
App_250,TOOLS,2.1,192522,19M,"1,000,000+",Free,$0,Everyone,4.0
App_251,PRODUCTIVITY,4.8,343502,Varies with device,"100,000+",Paid,$14.62,Everyone 10+,3.3
App_252,FAMILY,3.7,265898,82M,"5,000,000+",Paid,$8.95,Mature 17+,4.2
App_253,MEDICAL,2.7,429862,66M,"100,000+",Free,$0,Teen,3.5
App_254,GAME,4.5,412765,2M,"5,000,000+",Paid,$11.14,Mature 17+,1.2
App_255,TOOLS,3.3,162787,62M,"1,000+",Free,$0,Everyone,1.5
App_256,BUSINESS,4.4,383405,73M,"5,000,000+",Free,$0,Teen,2.2
App_257,TOOLS,4.7,330824,Varies with device,"100,000+",Free,$0,Teen,2.3
App_258,BUSINESS,2.5,481729,7M,"1,000,000+",Paid,$15.47,Everyone 10+,1.1
App_259,BUSINESS,,44024,Varies with device,"100,000+",Free,$0,Teen,4.1
App_260,BUSINESS,3.2,148520,50M,"5,000,000+",Free,$0,Mature 17+,3.3
App_261,FAMILY,,309247,91M,"50,000+",Free,$0,Teen,3.4
App_262,FINANCE,4.3,153134,35M,"1,000,000+",Free,$0,Everyone,1.3
App_263,GAME,2.4,110669,49M,"5,000,000+",Free,$0,Teen,3.2
App_264,TOOLS,2.0,187964,85M,"1,000,000+",Free,$0,Everyone 10+,3.0
App_265,BUSINESS,5.0,37782,11M,"1,000,000+",Free,$0,Everyone,2.7
App_266,FINANCE,3.5,77998,8M,"1,000,000+",Free,$0,Everyone,3.4
App_267,FAMILY,3.1,412821,Varies with device,"100,000+",Free,$0,Everyone,4.8
App_268,FINANCE,,13903,19M,"50,000+",Free,$0,Mature 17+,2.6
App_269,FAMILY,3.1,384967,15M,"100,000+",Free,$0,Everyone,1.2
App_270,PRODUCTIVITY,2.6,18364,4M,"5,000,000+",Free,$0,Everyone 10+,4.0
App_271,GAME,4.6,342172,67M,"100,000+",Paid,$19.45,Everyone,4.1
App_272,FINANCE,3.9,118335,64M,"5,000,000+",Free,$0,Teen,3.7
App_273,FINANCE,1.0,77852,26M,"1,000+",Paid,$1.03,Everyone 10+,1.4
App_274,GAME,,217238,5M,"1,000,000+",Free,$0,Everyone 10+,3.1
App_275,MEDICAL,,339218,78M,"1,000,000+",Free,$0,Teen,4.2
App_276,FINANCE,4.8,218411,Varies with device,"100,000+",Free,$0,Mature 17+,1.6
App_277,FAMILY,3.8,236741,90M,"5,000,000+",Free,$0,Everyone 10+,3.2
App_278,MEDICAL,2.6,451620,Varies with device,"5,000,000+",Free,$0,Everyone,1.4
App_279,TOOLS,3.6,423976,23M,"50,000+",Free,$0,Mature 17+,4.1
App_280,FINANCE,1.9,401470,22M,"1,000,000+",Paid,$15.72,Teen,3.1
App_281,FAMILY,3.9,269170,79M,"1,000+",Paid,$10.7,Teen,2.5
App_282,GAME,,451387,6M,"5,000,000+",Free,$0,Mature 17+,3.8
App_283,GAME,3.3,399019,82M,"100,000+",Free,$0,Everyone,4.2
App_284,PRODUCTIVITY,,238048,33M,"1,000,000+",Free,$0,Mature 17+,3.6
App_285,PRODUCTIVITY,3.7,451498,11M,"1,000+",Free,$0,Everyone,1.3
App_286,TOOLS,5.0,308122,48M,"1,000,000+",Free,$0,Everyone 10+,2.2
App_287,BUSINESS,,300496,82M,"5,000,000+",Free,$0,Everyone 10+,1.8
App_288,FINANCE,4.5,182250,87M,"5,000,000+",Paid,$8.49,Mature 17+,2.2
App_289,BUSINESS,1.2,279077,54M,"1,000+",Free,$0,Mature 17+,
App_290,PRODUCTIVITY,,266367,53M,"1,000,000+",Paid,$14.06,Everyone,4.1
App_291,FINANCE,4.8,213676,17M,"1,000,000+",Free,$0,Mature 17+,1.3
App_292,FAMILY,3.7,413533,16M,"1,000+",Free,$0,Teen,2.4
App_293,FAMILY,4.2,386731,7M,"5,000,000+",Free,$0,Everyone 10+,4.8
App_294,FINANCE,3.3,186750,7M,"1,000,000+",Free,$0,Everyone,4.0
App_295,MEDICAL,2.8,240863,67M,"5,000,000+",Free,$0,Teen,1.6
App_296,BUSINESS,,112227,5M,"1,000,000+",Free,$0,Everyone 10+,2.8
App_297,GAME,1.8,239987,25M,"50,000+",Free,$0,Everyone 10+,1.7
App_298,BUSINESS,3.7,74228,47M,"1,000,000+",Free,$0,Teen,3.8
App_299,FINANCE,,370426,84M,"1,000,000+",Free,$0,Mature 17+,2.5
App_300,TOOLS,2.4,414851,69M,"50,000+",Free,$0,Teen,2.2
App_301,FINANCE,2.9,393718,Varies with device,"1,000+",Paid,$19.89,Teen,4.5
App_302,GAME,4.8,293433,59M,"50,000+",Free,$0,Mature 17+,1.1
App_303,TOOLS,1.9,387035,4M,"1,000,000+",Free,$0,Everyone 10+,1.4
App_304,FAMILY,2.6,412019,96M,"1,000,000+",Free,$0,Everyone,1.3
App_305,FAMILY,3.0,77970,36M,"5,000,000+",Free,$0,Mature 17+,3.4
App_306,FAMILY,4.4,436689,22M,"5,000,000+",Free,$0,Everyone,1.3
App_307,GAME,5.0,55851,32M,"1,000+",Free,$0,Everyone,4.4
App_308,FINANCE,4.8,413284,17M,"50,000+",Free,$0,Everyone,3.1
App_309,BUSINESS,4.6,155811,87M,"50,000+",Free,$0,Everyone,
App_310,FAMILY,1.6,457729,93M,"1,000,000+",Free,$0,Everyone 10+,1.2
App_311,BUSINESS,2.1,99013,71M,"50,000+",Free,$0,Everyone,3.3
App_312,MEDICAL,1.8,257937,19M,"1,000,000+",Free,$0,Everyone 10+,3.2
App_313,PRODUCTIVITY,1.4,372004,61M,"1,000,000+",Free,$0,Mature 17+,4.2
App_314,FAMILY,3.2,7425,69M,"5,000,000+",Free,$0,Everyone,4.5
App_315,FINANCE,,239251,38M,"5,000,000+",Free,$0,Everyone 10+,2.3
App_316,BUSINESS,3.9,45485,69M,"5,000,000+",Free,$0,Teen,1.8
App_317,TOOLS,1.5,217593,39M,"5,000,000+",Free,$0,Mature 17+,3.6
App_318,MEDICAL,1.1,424107,9M,"1,000+",Free,$0,Teen,1.3
